NearestCity,acq_date,count,AverageTemperature,Year,Month
Adana,2000-11,104,12.714,2000,11
Adana,2000-12,7,8.201,2000,12
Adana,2001-01,2,7.2010000000000005,2001,1
Adana,2001-02,1,7.011,2001,2
Adana,2001-04,4,12.502,2001,4
Adana,2001-05,71,16.750999999999998,2001,5
Adana,2001-06,216,21.068,2001,6
Adana,2001-07,12,25.401,2001,7
Adana,2001-08,6,25.087,2001,8
Adana,2001-09,176,20.995,2001,9
Adana,2001-10,74,16.374000000000002,2001,10
Adana,2001-11,7,9.924,2001,11
Adana,2002-02,2,8.374,2002,2
Adana,2002-05,10,16.994,2002,5
Adana,2002-06,371,22.081,2002,6
Adana,2002-07,77,25.375,2002,7
Adana,2002-08,29,23.741,2002,8
Adana,2002-09,373,19.827,2002,9
Adana,2002-10,149,15.558,2002,10
Adana,2002-11,90,11.923,2002,11
Adana,2002-12,3,5.029999999999999,2002,12
Adana,2003-01,6,6.948,2003,1
Adana,2003-02,1,1.226,2003,2
Adana,2003-03,4,4.683999999999998,2003,3
Adana,2003-05,18,18.23,2003,5
Adana,2003-06,873,22.662,2003,6
Adana,2003-07,101,24.132,2003,7
Adana,2003-08,16,25.155,2003,8
Adana,2003-09,367,19.245,2003,9
Adana,2003-10,153,15.7,2003,10
Adana,2003-11,310,10.507,2003,11
Adana,2003-12,10,6.276999999999999,2003,12
Adana,2004-01,2,4.044,2004,1
Adana,2004-02,3,5.433,2004,2
Adana,2004-03,6,8.524,2004,3
Adana,2004-04,4,12.1,2004,4
Adana,2004-05,32,16.169,2004,5
Adana,2004-06,444,21.006,2004,6
Adana,2004-07,28,23.048,2004,7
Adana,2004-08,23,23.044,2004,8
Adana,2004-09,393,20.378,2004,9
Adana,2004-10,348,16.926000000000002,2004,10
Adana,2004-11,187,11.363,2004,11
Adana,2004-12,35,7.635,2004,12
Adana,2005-01,9,6.017,2005,1
Adana,2005-02,11,4.633,2005,2
Adana,2005-03,6,7.4529999999999985,2005,3
Adana,2005-04,4,12.344,2005,4
Adana,2005-05,55,17.037000000000006,2005,5
Adana,2005-06,494,20.19,2005,6
Adana,2005-07,36,23.865,2005,7
Adana,2005-08,35,24.442,2005,8
Adana,2005-09,717,20.597,2005,9
Adana,2005-10,155,14.293,2005,10
Adana,2005-11,114,9.747,2005,11
Adana,2005-12,27,7.4529999999999985,2005,12
Adana,2006-01,1,2.463,2006,1
Adana,2006-02,3,4.3660000000000005,2006,2
Adana,2006-03,6,8.176,2006,3
Adana,2006-04,2,12.514,2006,4
Adana,2006-05,117,17.097,2006,5
Adana,2006-06,421,21.301,2006,6
Adana,2006-07,43,23.2,2006,7
Adana,2006-08,29,25.392,2006,8
Adana,2006-09,500,19.994,2006,9
Adana,2006-10,49,15.765,2006,10
Adana,2006-11,120,9.437,2006,11
Adana,2006-12,23,6.058,2006,12
Adana,2007-01,7,7.513,2007,1
Adana,2007-03,5,8.793,2007,3
Adana,2007-04,5,11.064,2007,4
Adana,2007-05,8,18.483,2007,5
Adana,2007-06,284,23.727,2007,6
Adana,2007-07,68,25.447,2007,7
Adana,2007-08,179,25.31,2007,8
Adana,2007-09,530,19.699,2007,9
Adana,2007-10,119,16.163,2007,10
Adana,2007-11,54,9.816,2007,11
Adana,2007-12,15,5.318999999999999,2007,12
Adana,2008-01,7,3.045,2008,1
Adana,2008-02,7,4.899,2008,2
Adana,2008-03,8,10.758,2008,3
Adana,2008-04,8,13.737,2008,4
Adana,2008-05,42,17.028000000000002,2008,5
Adana,2008-06,286,22.186,2008,6
Adana,2008-07,31,23.879,2008,7
Adana,2008-08,124,25.111,2008,8
Adana,2008-09,620,19.859,2008,9
Adana,2008-10,55,15.767,2008,10
Adana,2008-11,51,12.025,2008,11
Adana,2008-12,2,7.672999999999999,2008,12
Adana,2009-01,4,5.699999999999998,2009,1
Adana,2009-02,2,6.131,2009,2
Adana,2009-03,2,7.819,2009,3
Adana,2009-04,7,11.458,2009,4
Adana,2009-05,38,17.593,2009,5
Adana,2009-06,638,22.05,2009,6
Adana,2009-07,94,24.635,2009,7
Adana,2009-08,46,23.756,2009,8
Adana,2009-09,383,19.769,2009,9
Adana,2009-10,216,16.595,2009,10
Adana,2009-11,51,11.399,2009,11
Adana,2009-12,23,9.117,2009,12
Adana,2010-01,2,4.876,2010,1
Adana,2010-02,1,7.419,2010,2
Adana,2010-03,1,8.118,2010,3
Adana,2010-04,6,12.618,2010,4
Adana,2010-05,123,18.169,2010,5
Adana,2010-06,173,21.719,2010,6
Adana,2010-07,19,24.444000000000003,2010,7
Adana,2010-08,253,26.774,2010,8
Adana,2010-09,298,21.0,2010,9
Adana,2010-10,58,14.146,2010,10
Adana,2010-11,43,14.947,2010,11
Adana,2010-12,5,8.588999999999999,2010,12
Adana,2011-01,4,4.765,2011,1
Adana,2011-02,6,4.562,2011,2
Adana,2011-03,7,7.204,2011,3
Adana,2011-04,3,9.971,2011,4
Adana,2011-05,9,16.094,2011,5
Adana,2011-06,239,21.165000000000006,2011,6
Adana,2011-07,62,24.892,2011,7
Adana,2011-08,67,23.634,2011,8
Adana,2011-09,520,21.967,2011,9
Adana,2011-10,88,13.406,2011,10
Adana,2011-11,30,7.857000000000001,2011,11
Adana,2011-12,10,7.4129999999999985,2011,12
Adana,2012-02,1,2.476,2012,2
Adana,2012-03,6,7.313,2012,3
Adana,2012-04,7,13.861,2012,4
Adana,2012-05,15,17.459000000000003,2012,5
Adana,2012-06,186,23.161,2012,6
Adana,2012-07,36,26.295,2012,7
Adana,2012-08,253,25.206,2012,8
Adana,2012-09,437,21.748,2012,9
Adana,2012-10,22,18.487,2012,10
Adana,2012-11,15,13.084,2012,11
Adana,2012-12,6,6.143,2012,12
Adana,2013-01,2,6.021,2013,1
Adana,2013-02,6,7.478,2013,2
Adana,2013-03,3,9.346,2013,3
Adana,2013-04,6,13.163,2013,4
Adana,2013-05,50,19.443,2013,5
Adana,2013-06,135,21.758000000000006,2013,6
Adana,2013-07,25,23.92,2013,7
Adana,2013-08,493,25.246,2013,8
Afyonkarahisar,2000-11,22,12.714,2000,11
Afyonkarahisar,2001-01,5,7.2010000000000005,2001,1
Afyonkarahisar,2001-02,3,7.011,2001,2
Afyonkarahisar,2001-03,15,12.168,2001,3
Afyonkarahisar,2001-04,3,12.502,2001,4
Afyonkarahisar,2001-05,5,16.750999999999998,2001,5
Afyonkarahisar,2001-06,5,21.068,2001,6
Afyonkarahisar,2001-07,7,25.401,2001,7
Afyonkarahisar,2001-08,21,25.087,2001,8
Afyonkarahisar,2001-09,26,20.995,2001,9
Afyonkarahisar,2001-10,36,16.374000000000002,2001,10
Afyonkarahisar,2001-11,1,9.924,2001,11
Afyonkarahisar,2002-02,1,8.374,2002,2
Afyonkarahisar,2002-03,12,9.38,2002,3
Afyonkarahisar,2002-04,4,10.943,2002,4
Afyonkarahisar,2002-05,6,16.994,2002,5
Afyonkarahisar,2002-06,1,22.081,2002,6
Afyonkarahisar,2002-07,35,25.375,2002,7
Afyonkarahisar,2002-08,101,23.741,2002,8
Afyonkarahisar,2002-09,88,19.827,2002,9
Afyonkarahisar,2002-10,51,15.558,2002,10
Afyonkarahisar,2002-11,13,11.923,2002,11
Afyonkarahisar,2003-01,3,6.948,2003,1
Afyonkarahisar,2003-03,21,4.683999999999998,2003,3
Afyonkarahisar,2003-04,15,9.286,2003,4
Afyonkarahisar,2003-05,15,18.23,2003,5
Afyonkarahisar,2003-06,7,22.662,2003,6
Afyonkarahisar,2003-07,11,24.132,2003,7
Afyonkarahisar,2003-08,64,25.155,2003,8
Afyonkarahisar,2003-09,88,19.245,2003,9
Afyonkarahisar,2003-10,50,15.7,2003,10
Afyonkarahisar,2003-11,17,10.507,2003,11
Afyonkarahisar,2004-02,28,5.433,2004,2
Afyonkarahisar,2004-03,22,8.524,2004,3
Afyonkarahisar,2004-04,24,12.1,2004,4
Afyonkarahisar,2004-05,6,16.169,2004,5
Afyonkarahisar,2004-06,3,21.006,2004,6
Afyonkarahisar,2004-07,20,23.048,2004,7
Afyonkarahisar,2004-08,36,23.044,2004,8
Afyonkarahisar,2004-09,115,20.378,2004,9
Afyonkarahisar,2004-10,56,16.926000000000002,2004,10
Afyonkarahisar,2004-11,14,11.363,2004,11
Afyonkarahisar,2004-12,2,7.635,2004,12
Afyonkarahisar,2005-01,5,6.017,2005,1
Afyonkarahisar,2005-02,6,4.633,2005,2
Afyonkarahisar,2005-03,25,7.4529999999999985,2005,3
Afyonkarahisar,2005-04,2,12.344,2005,4
Afyonkarahisar,2005-05,3,17.037000000000006,2005,5
Afyonkarahisar,2005-06,1,20.19,2005,6
Afyonkarahisar,2005-07,2,23.865,2005,7
Afyonkarahisar,2005-08,49,24.442,2005,8
Afyonkarahisar,2005-09,50,20.597,2005,9
Afyonkarahisar,2005-10,48,14.293,2005,10
Afyonkarahisar,2005-11,20,9.747,2005,11
Afyonkarahisar,2005-12,20,7.4529999999999985,2005,12
Afyonkarahisar,2006-01,2,2.463,2006,1
Afyonkarahisar,2006-02,1,4.3660000000000005,2006,2
Afyonkarahisar,2006-03,17,8.176,2006,3
Afyonkarahisar,2006-04,7,12.514,2006,4
Afyonkarahisar,2006-05,4,17.097,2006,5
Afyonkarahisar,2006-06,4,21.301,2006,6
Afyonkarahisar,2006-07,35,23.2,2006,7
Afyonkarahisar,2006-08,79,25.392,2006,8
Afyonkarahisar,2006-09,62,19.994,2006,9
Afyonkarahisar,2006-10,14,15.765,2006,10
Afyonkarahisar,2006-11,7,9.437,2006,11
Afyonkarahisar,2006-12,1,6.058,2006,12
Afyonkarahisar,2007-01,4,7.513,2007,1
Afyonkarahisar,2007-02,3,6.632000000000001,2007,2
Afyonkarahisar,2007-03,17,8.793,2007,3
Afyonkarahisar,2007-04,13,11.064,2007,4
Afyonkarahisar,2007-05,1,18.483,2007,5
Afyonkarahisar,2007-06,4,23.727,2007,6
Afyonkarahisar,2007-07,10,25.447,2007,7
Afyonkarahisar,2007-08,32,25.31,2007,8
Afyonkarahisar,2007-09,36,19.699,2007,9
Afyonkarahisar,2007-10,23,16.163,2007,10
Afyonkarahisar,2007-11,2,9.816,2007,11
Afyonkarahisar,2007-12,1,5.318999999999999,2007,12
Afyonkarahisar,2008-01,2,3.045,2008,1
Afyonkarahisar,2008-02,14,4.899,2008,2
Afyonkarahisar,2008-03,11,10.758,2008,3
Afyonkarahisar,2008-04,11,13.737,2008,4
Afyonkarahisar,2008-05,12,17.028000000000002,2008,5
Afyonkarahisar,2008-06,2,22.186,2008,6
Afyonkarahisar,2008-07,13,23.879,2008,7
Afyonkarahisar,2008-08,33,25.111,2008,8
Afyonkarahisar,2008-09,8,19.859,2008,9
Afyonkarahisar,2008-10,5,15.767,2008,10
Afyonkarahisar,2009-03,7,7.819,2009,3
Afyonkarahisar,2009-04,7,11.458,2009,4
Afyonkarahisar,2009-05,2,17.593,2009,5
Afyonkarahisar,2009-06,3,22.05,2009,6
Afyonkarahisar,2009-07,88,24.635,2009,7
Afyonkarahisar,2009-08,354,23.756,2009,8
Afyonkarahisar,2009-09,518,19.769,2009,9
Afyonkarahisar,2009-10,363,16.595,2009,10
Afyonkarahisar,2009-11,78,11.399,2009,11
Afyonkarahisar,2009-12,1,9.117,2009,12
Afyonkarahisar,2010-01,12,4.876,2010,1
Afyonkarahisar,2010-02,28,7.419,2010,2
Afyonkarahisar,2010-03,105,8.118,2010,3
Afyonkarahisar,2010-04,37,12.618,2010,4
Afyonkarahisar,2010-05,11,18.169,2010,5
Afyonkarahisar,2010-06,5,21.719,2010,6
Afyonkarahisar,2010-07,56,24.444000000000003,2010,7
Afyonkarahisar,2010-08,121,26.774,2010,8
Afyonkarahisar,2010-09,161,21.0,2010,9
Afyonkarahisar,2010-10,61,14.146,2010,10
Afyonkarahisar,2010-11,71,14.947,2010,11
Afyonkarahisar,2010-12,2,8.588999999999999,2010,12
Afyonkarahisar,2011-01,2,4.765,2011,1
Afyonkarahisar,2011-02,2,4.562,2011,2
Afyonkarahisar,2011-03,8,7.204,2011,3
Afyonkarahisar,2011-04,1,9.971,2011,4
Afyonkarahisar,2011-06,1,21.165000000000006,2011,6
Afyonkarahisar,2011-07,20,24.892,2011,7
Afyonkarahisar,2011-08,116,23.634,2011,8
Afyonkarahisar,2011-09,326,21.967,2011,9
Afyonkarahisar,2011-10,366,13.406,2011,10
Afyonkarahisar,2011-11,123,7.857000000000001,2011,11
Afyonkarahisar,2011-12,15,7.4129999999999985,2011,12
Afyonkarahisar,2012-03,77,7.313,2012,3
Afyonkarahisar,2012-04,74,13.861,2012,4
Afyonkarahisar,2012-05,3,17.459000000000003,2012,5
Afyonkarahisar,2012-06,5,23.161,2012,6
Afyonkarahisar,2012-07,1,26.295,2012,7
Afyonkarahisar,2012-08,4,25.206,2012,8
Afyonkarahisar,2012-09,27,21.748,2012,9
Afyonkarahisar,2012-10,2,18.487,2012,10
Afyonkarahisar,2012-11,4,13.084,2012,11
Afyonkarahisar,2013-02,2,7.478,2013,2
Afyonkarahisar,2013-03,6,9.346,2013,3
Afyonkarahisar,2013-04,4,13.163,2013,4
Afyonkarahisar,2013-05,1,19.443,2013,5
Afyonkarahisar,2013-06,7,21.758000000000006,2013,6
Afyonkarahisar,2013-07,23,23.92,2013,7
Afyonkarahisar,2013-08,33,25.246,2013,8
Aksaray,2000-11,15,12.714,2000,11
Aksaray,2001-01,3,7.2010000000000005,2001,1
Aksaray,2001-05,26,16.750999999999998,2001,5
Aksaray,2001-06,24,21.068,2001,6
Aksaray,2001-07,8,25.401,2001,7
Aksaray,2001-08,7,25.087,2001,8
Aksaray,2001-09,62,20.995,2001,9
Aksaray,2001-10,33,16.374000000000002,2001,10
Aksaray,2001-11,7,9.924,2001,11
Aksaray,2002-02,2,8.374,2002,2
Aksaray,2002-03,2,9.38,2002,3
Aksaray,2002-04,1,10.943,2002,4
Aksaray,2002-05,5,16.994,2002,5
Aksaray,2002-06,23,22.081,2002,6
Aksaray,2002-07,20,25.375,2002,7
Aksaray,2002-08,36,23.741,2002,8
Aksaray,2002-09,160,19.827,2002,9
Aksaray,2002-10,46,15.558,2002,10
Aksaray,2002-11,9,11.923,2002,11
Aksaray,2002-12,3,5.029999999999999,2002,12
Aksaray,2003-03,1,4.683999999999998,2003,3
Aksaray,2003-04,1,9.286,2003,4
Aksaray,2003-05,9,18.23,2003,5
Aksaray,2003-06,123,22.662,2003,6
Aksaray,2003-07,38,24.132,2003,7
Aksaray,2003-08,19,25.155,2003,8
Aksaray,2003-09,158,19.245,2003,9
Aksaray,2003-10,72,15.7,2003,10
Aksaray,2003-11,26,10.507,2003,11
Aksaray,2003-12,4,6.276999999999999,2003,12
Aksaray,2004-04,1,12.1,2004,4
Aksaray,2004-05,4,16.169,2004,5
Aksaray,2004-06,32,21.006,2004,6
Aksaray,2004-07,9,23.048,2004,7
Aksaray,2004-08,15,23.044,2004,8
Aksaray,2004-09,232,20.378,2004,9
Aksaray,2004-10,63,16.926000000000002,2004,10
Aksaray,2004-11,20,11.363,2004,11
Aksaray,2004-12,1,7.635,2004,12
Aksaray,2005-01,3,6.017,2005,1
Aksaray,2005-02,1,4.633,2005,2
Aksaray,2005-03,3,7.4529999999999985,2005,3
Aksaray,2005-05,3,17.037000000000006,2005,5
Aksaray,2005-06,44,20.19,2005,6
Aksaray,2005-07,3,23.865,2005,7
Aksaray,2005-08,15,24.442,2005,8
Aksaray,2005-09,212,20.597,2005,9
Aksaray,2005-10,57,14.293,2005,10
Aksaray,2005-11,2,9.747,2005,11
Aksaray,2005-12,5,7.4529999999999985,2005,12
Aksaray,2006-01,1,2.463,2006,1
Aksaray,2006-02,6,4.3660000000000005,2006,2
Aksaray,2006-03,1,8.176,2006,3
Aksaray,2006-04,2,12.514,2006,4
Aksaray,2006-05,19,17.097,2006,5
Aksaray,2006-06,40,21.301,2006,6
Aksaray,2006-07,29,23.2,2006,7
Aksaray,2006-08,53,25.392,2006,8
Aksaray,2006-09,193,19.994,2006,9
Aksaray,2006-10,47,15.765,2006,10
Aksaray,2006-11,6,9.437,2006,11
Aksaray,2006-12,7,6.058,2006,12
Aksaray,2007-01,3,7.513,2007,1
Aksaray,2007-02,1,6.632000000000001,2007,2
Aksaray,2007-04,1,11.064,2007,4
Aksaray,2007-05,10,18.483,2007,5
Aksaray,2007-06,21,23.727,2007,6
Aksaray,2007-07,30,25.447,2007,7
Aksaray,2007-08,24,25.31,2007,8
Aksaray,2007-09,190,19.699,2007,9
Aksaray,2007-10,36,16.163,2007,10
Aksaray,2007-11,7,9.816,2007,11
Aksaray,2007-12,1,5.318999999999999,2007,12
Aksaray,2008-01,1,3.045,2008,1
Aksaray,2008-02,1,4.899,2008,2
Aksaray,2008-03,4,10.758,2008,3
Aksaray,2008-05,12,17.028000000000002,2008,5
Aksaray,2008-06,18,22.186,2008,6
Aksaray,2008-07,19,23.879,2008,7
Aksaray,2008-08,35,25.111,2008,8
Aksaray,2008-09,180,19.859,2008,9
Aksaray,2008-10,13,15.767,2008,10
Aksaray,2008-11,7,12.025,2008,11
Aksaray,2008-12,3,7.672999999999999,2008,12
Aksaray,2009-01,2,5.699999999999998,2009,1
Aksaray,2009-03,15,7.819,2009,3
Aksaray,2009-04,5,11.458,2009,4
Aksaray,2009-05,17,17.593,2009,5
Aksaray,2009-06,33,22.05,2009,6
Aksaray,2009-07,13,24.635,2009,7
Aksaray,2009-08,59,23.756,2009,8
Aksaray,2009-09,182,19.769,2009,9
Aksaray,2009-10,98,16.595,2009,10
Aksaray,2009-11,12,11.399,2009,11
Aksaray,2009-12,2,9.117,2009,12
Aksaray,2010-01,1,4.876,2010,1
Aksaray,2010-02,4,7.419,2010,2
Aksaray,2010-03,1,8.118,2010,3
Aksaray,2010-04,3,12.618,2010,4
Aksaray,2010-05,7,18.169,2010,5
Aksaray,2010-06,21,21.719,2010,6
Aksaray,2010-07,7,24.444000000000003,2010,7
Aksaray,2010-08,111,26.774,2010,8
Aksaray,2010-09,166,21.0,2010,9
Aksaray,2010-10,15,14.146,2010,10
Aksaray,2010-11,43,14.947,2010,11
Aksaray,2011-02,1,4.562,2011,2
Aksaray,2011-03,1,7.204,2011,3
Aksaray,2011-04,5,9.971,2011,4
Aksaray,2011-05,22,16.094,2011,5
Aksaray,2011-06,30,21.165000000000006,2011,6
Aksaray,2011-07,16,24.892,2011,7
Aksaray,2011-08,95,23.634,2011,8
Aksaray,2011-09,291,21.967,2011,9
Aksaray,2011-10,92,13.406,2011,10
Aksaray,2011-11,43,7.857000000000001,2011,11
Aksaray,2011-12,59,7.4129999999999985,2011,12
Aksaray,2012-01,2,3.011,2012,1
Aksaray,2012-02,1,2.476,2012,2
Aksaray,2012-03,20,7.313,2012,3
Aksaray,2012-04,19,13.861,2012,4
Aksaray,2012-05,14,17.459000000000003,2012,5
Aksaray,2012-06,19,23.161,2012,6
Aksaray,2012-07,8,26.295,2012,7
Aksaray,2012-08,44,25.206,2012,8
Aksaray,2012-09,117,21.748,2012,9
Aksaray,2012-10,8,18.487,2012,10
Aksaray,2012-11,1,13.084,2012,11
Aksaray,2012-12,3,6.143,2012,12
Aksaray,2013-01,2,6.021,2013,1
Aksaray,2013-02,2,7.478,2013,2
Aksaray,2013-03,2,9.346,2013,3
Aksaray,2013-04,5,13.163,2013,4
Aksaray,2013-05,9,19.443,2013,5
Aksaray,2013-06,14,21.758000000000006,2013,6
Aksaray,2013-07,11,23.92,2013,7
Aksaray,2013-08,152,25.246,2013,8
Alanya,2000-11,2,12.714,2000,11
Alanya,2001-08,2,25.087,2001,8
Alanya,2001-10,7,16.374000000000002,2001,10
Alanya,2002-04,1,10.943,2002,4
Alanya,2002-05,2,16.994,2002,5
Alanya,2002-07,1,25.375,2002,7
Alanya,2002-09,1,19.827,2002,9
Alanya,2002-10,3,15.558,2002,10
Alanya,2002-11,1,11.923,2002,11
Alanya,2003-01,1,6.948,2003,1
Alanya,2003-03,2,4.683999999999998,2003,3
Alanya,2003-04,1,9.286,2003,4
Alanya,2003-05,1,18.23,2003,5
Alanya,2003-06,3,22.662,2003,6
Alanya,2003-07,1,24.132,2003,7
Alanya,2003-08,16,25.155,2003,8
Alanya,2003-09,3,19.245,2003,9
Alanya,2003-10,1,15.7,2003,10
Alanya,2003-11,1,10.507,2003,11
Alanya,2004-02,1,5.433,2004,2
Alanya,2004-03,2,8.524,2004,3
Alanya,2004-04,4,12.1,2004,4
Alanya,2004-06,1,21.006,2004,6
Alanya,2004-08,1,23.044,2004,8
Alanya,2004-09,1,20.378,2004,9
Alanya,2004-10,1,16.926000000000002,2004,10
Alanya,2004-11,2,11.363,2004,11
Alanya,2004-12,1,7.635,2004,12
Alanya,2005-03,1,7.4529999999999985,2005,3
Alanya,2005-04,3,12.344,2005,4
Alanya,2005-05,2,17.037000000000006,2005,5
Alanya,2005-06,3,20.19,2005,6
Alanya,2005-07,4,23.865,2005,7
Alanya,2005-08,8,24.442,2005,8
Alanya,2005-09,1,20.597,2005,9
Alanya,2005-10,11,14.293,2005,10
Alanya,2005-11,1,9.747,2005,11
Alanya,2005-12,1,7.4529999999999985,2005,12
Alanya,2006-02,2,4.3660000000000005,2006,2
Alanya,2006-04,1,12.514,2006,4
Alanya,2006-06,2,21.301,2006,6
Alanya,2006-07,1,23.2,2006,7
Alanya,2006-08,7,25.392,2006,8
Alanya,2006-10,1,15.765,2006,10
Alanya,2006-11,1,9.437,2006,11
Alanya,2006-12,1,6.058,2006,12
Alanya,2007-01,1,7.513,2007,1
Alanya,2007-06,1,23.727,2007,6
Alanya,2007-07,34,25.447,2007,7
Alanya,2007-08,15,25.31,2007,8
Alanya,2007-09,10,19.699,2007,9
Alanya,2007-10,6,16.163,2007,10
Alanya,2008-01,1,3.045,2008,1
Alanya,2008-02,1,4.899,2008,2
Alanya,2008-05,2,17.028000000000002,2008,5
Alanya,2008-06,8,22.186,2008,6
Alanya,2008-07,1,23.879,2008,7
Alanya,2008-08,152,25.111,2008,8
Alanya,2008-09,1,19.859,2008,9
Alanya,2008-10,2,15.767,2008,10
Alanya,2008-11,1,12.025,2008,11
Alanya,2008-12,1,7.672999999999999,2008,12
Alanya,2009-07,2,24.635,2009,7
Alanya,2009-10,6,16.595,2009,10
Alanya,2010-08,2,26.774,2010,8
Alanya,2010-09,2,21.0,2010,9
Alanya,2010-10,2,14.146,2010,10
Alanya,2011-08,2,23.634,2011,8
Alanya,2011-10,3,13.406,2011,10
Alanya,2011-11,2,7.857000000000001,2011,11
Alanya,2012-02,1,2.476,2012,2
Alanya,2012-03,1,7.313,2012,3
Alanya,2012-07,1,26.295,2012,7
Alanya,2012-08,24,25.206,2012,8
Alanya,2012-09,1,21.748,2012,9
Alanya,2012-10,2,18.487,2012,10
Alanya,2012-11,1,13.084,2012,11
Alanya,2013-06,2,21.758000000000006,2013,6
Alanya,2013-07,3,23.92,2013,7
Alanya,2013-08,10,25.246,2013,8
Ankara,2000-11,99,12.714,2000,11
Ankara,2000-12,3,8.201,2000,12
Ankara,2001-01,14,7.2010000000000005,2001,1
Ankara,2001-02,16,7.011,2001,2
Ankara,2001-03,23,12.168,2001,3
Ankara,2001-04,14,12.502,2001,4
Ankara,2001-05,4,16.750999999999998,2001,5
Ankara,2001-06,11,21.068,2001,6
Ankara,2001-07,12,25.401,2001,7
Ankara,2001-08,31,25.087,2001,8
Ankara,2001-09,40,20.995,2001,9
Ankara,2001-10,44,16.374000000000002,2001,10
Ankara,2001-11,2,9.924,2001,11
Ankara,2002-02,4,8.374,2002,2
Ankara,2002-03,1,9.38,2002,3
Ankara,2002-04,5,10.943,2002,4
Ankara,2002-05,20,16.994,2002,5
Ankara,2002-06,11,22.081,2002,6
Ankara,2002-07,49,25.375,2002,7
Ankara,2002-08,77,23.741,2002,8
Ankara,2002-09,73,19.827,2002,9
Ankara,2002-10,93,15.558,2002,10
Ankara,2002-11,40,11.923,2002,11
Ankara,2002-12,2,5.029999999999999,2002,12
Ankara,2003-01,7,6.948,2003,1
Ankara,2003-02,1,1.226,2003,2
Ankara,2003-03,41,4.683999999999998,2003,3
Ankara,2003-04,40,9.286,2003,4
Ankara,2003-05,28,18.23,2003,5
Ankara,2003-06,28,22.662,2003,6
Ankara,2003-07,26,24.132,2003,7
Ankara,2003-08,67,25.155,2003,8
Ankara,2003-09,68,19.245,2003,9
Ankara,2003-10,41,15.7,2003,10
Ankara,2003-11,6,10.507,2003,11
Ankara,2004-02,3,5.433,2004,2
Ankara,2004-03,26,8.524,2004,3
Ankara,2004-04,16,12.1,2004,4
Ankara,2004-05,11,16.169,2004,5
Ankara,2004-06,18,21.006,2004,6
Ankara,2004-07,29,23.048,2004,7
Ankara,2004-08,86,23.044,2004,8
Ankara,2004-09,170,20.378,2004,9
Ankara,2004-10,49,16.926000000000002,2004,10
Ankara,2004-11,20,11.363,2004,11
Ankara,2004-12,2,7.635,2004,12
Ankara,2005-01,11,6.017,2005,1
Ankara,2005-02,2,4.633,2005,2
Ankara,2005-03,12,7.4529999999999985,2005,3
Ankara,2005-04,12,12.344,2005,4
Ankara,2005-05,13,17.037000000000006,2005,5
Ankara,2005-06,28,20.19,2005,6
Ankara,2005-07,42,23.865,2005,7
Ankara,2005-08,147,24.442,2005,8
Ankara,2005-09,145,20.597,2005,9
Ankara,2005-10,98,14.293,2005,10
Ankara,2005-11,13,9.747,2005,11
Ankara,2005-12,8,7.4529999999999985,2005,12
Ankara,2006-01,2,2.463,2006,1
Ankara,2006-03,2,8.176,2006,3
Ankara,2006-05,9,17.097,2006,5
Ankara,2006-06,25,21.301,2006,6
Ankara,2006-07,129,23.2,2006,7
Ankara,2006-08,397,25.392,2006,8
Ankara,2006-09,182,19.994,2006,9
Ankara,2006-10,91,15.765,2006,10
Ankara,2006-11,13,9.437,2006,11
Ankara,2006-12,9,6.058,2006,12
Ankara,2007-01,1,7.513,2007,1
Ankara,2007-02,3,6.632000000000001,2007,2
Ankara,2007-03,30,8.793,2007,3
Ankara,2007-04,30,11.064,2007,4
Ankara,2007-05,21,18.483,2007,5
Ankara,2007-06,5,23.727,2007,6
Ankara,2007-07,37,25.447,2007,7
Ankara,2007-08,35,25.31,2007,8
Ankara,2007-09,52,19.699,2007,9
Ankara,2007-10,27,16.163,2007,10
Ankara,2007-11,4,9.816,2007,11
Ankara,2008-03,4,10.758,2008,3
Ankara,2008-04,10,13.737,2008,4
Ankara,2008-05,20,17.028000000000002,2008,5
Ankara,2008-06,7,22.186,2008,6
Ankara,2008-07,8,23.879,2008,7
Ankara,2008-08,4,25.111,2008,8
Ankara,2008-09,7,19.859,2008,9
Ankara,2008-11,1,12.025,2008,11
Ankara,2009-02,1,6.131,2009,2
Ankara,2009-03,1,7.819,2009,3
Ankara,2009-04,3,11.458,2009,4
Ankara,2009-05,9,17.593,2009,5
Ankara,2009-06,30,22.05,2009,6
Ankara,2009-07,91,24.635,2009,7
Ankara,2009-08,457,23.756,2009,8
Ankara,2009-09,518,19.769,2009,9
Ankara,2009-10,595,16.595,2009,10
Ankara,2009-11,152,11.399,2009,11
Ankara,2009-12,17,9.117,2009,12
Ankara,2010-01,4,4.876,2010,1
Ankara,2010-02,9,7.419,2010,2
Ankara,2010-03,78,8.118,2010,3
Ankara,2010-04,50,12.618,2010,4
Ankara,2010-05,30,18.169,2010,5
Ankara,2010-06,16,21.719,2010,6
Ankara,2010-07,165,24.444000000000003,2010,7
Ankara,2010-08,297,26.774,2010,8
Ankara,2010-09,284,21.0,2010,9
Ankara,2010-10,90,14.146,2010,10
Ankara,2010-11,102,14.947,2010,11
Ankara,2011-02,2,4.562,2011,2
Ankara,2011-03,3,7.204,2011,3
Ankara,2011-04,4,9.971,2011,4
Ankara,2011-05,8,16.094,2011,5
Ankara,2011-06,37,21.165000000000006,2011,6
